91578	1	12/02/2019 11:00	12/02/2019 14:48	2	0	0	0	0	3	0	0	-	-	19.14	SU-477944
91579	2	12/02/2019 11:00	12/02/2019 14:48	0	0	0	0	0	0	0	0	-	-	19.14	SU-477945
91726	3	14/02/2019 15:00	15/02/2019 14:07	0	0	0	0	0	58	0	0	-	-	19.14	SU-478282
91727	4	14/02/2019 15:00	15/02/2019 14:07	0	0	0	0	0	37	0	0	-	-	19.14	SU-478283
91728	5	14/02/2019 20:45	15/02/2019 14:07	0	0	0	0	0	13	1	0	-	-	19.14	SU-478284
91729	6	14/02/2019 20:00	15/02/2019 14:08	0	0	0	0	0	15	0	0	-	-	19.14	SU-478285
91730	7	14/02/2019 20:00	15/02/2019 14:08	0	0	0	0	0	13	0	0	-	-	19.14	SU-478286
91731	8	14/02/2019 20:15	15/02/2019 14:08	0	0	0	0	0	3	0	0	-	-	19.14	SU-478287
91732	9	14/02/2019 00:15	15/02/2019 14:08	0	0	0	0	0	22	0	0	-	-	19.14	SU-478288
91733	10	15/02/2019 07:50	15/02/2019 14:09	0	0	0	0	0	7	0	0	-	-	19.14	SU-478289
91734	11	15/02/2019 11:00	15/02/2019 14:09	0	0	0	0	0	7	0	0	-	-	19.14	SU-478290
91735	12	15/02/2019 11:00	15/02/2019 14:09	0	0	0	0	0	18	0	0	-	-	19.14	SU-478291
91781	13	15/02/2019 15:05	16/02/2019 14:02	0	0	0	0	0	40	1	0	-	-	19.14	SU-478338
91782	14	15/02/2019 16:50	16/02/2019 14:02	0	0	0	0	0	14	0	0	-	-	19.14	SU-478339
91783	15	16/02/2019 08:45	16/02/2019 14:02	0	0	0	0	0	14	0	0	-	-	19.14	SU-478340
91784	16	16/02/2019 08:50	16/02/2019 14:03	0	0	0	0	0	31	0	0	-	-	19.14	SU-478341
91802	17	16/02/2019 12:05	17/02/2019 13:44	0	0	0	0	0	38	0	0	-	-	19.14	SU-478351
91803	18	16/02/2019 14:25	17/02/2019 13:44	0	0	0	0	0	55	1	1	-	-	19.14	SU-478352
91804	19	16/02/2019 16:00	17/02/2019 13:45	0	0	0	0	0	12	0	0	-	-	19.14	SU-478353
91805	20	16/02/2019 18:00	17/02/2019 13:45	0	0	0	0	0	43	0	0	-	-	19.14	SU-478354
91806	21	16/02/2019 18:50	17/02/2019 13:45	0	0	0	0	0	90	0	0	-	-	19.14	SU-478355
91807	22	16/02/2019 22:00	17/02/2019 13:45	0	0	0	0	0	90	0	0	-	-	19.14	SU-478356
91808	23	16/02/2019 22:00	17/02/2019 13:45	0	0	0	0	0	21	0	0	-	-	19.14	SU-478357
91809	24	17/02/2019 01:05	17/02/2019 13:46	0	0	0	0	0	71	0	0	-	-	19.14	SU-478358
91810	25	17/02/2019 07:35	17/02/2019 13:46	0	0	0	0	0	26	0	0	-	-	19.14	SU-478359
91853	26	17/02/2019 08:40	18/02/2019 14:46	0	0	0	0	0	11	0	0	-	-	19.14	SU-478495
91854	27	17/02/2019 10:25	18/02/2019 14:46	0	0	0	0	0	25	0	0	-	-	19.14	SU-478496
91855	28	17/02/2019 12:05	18/02/2019 14:46	0	0	0	0	0	9	0	0	-	-	19.14	SU-478497
91856	29	17/02/2019 14:10	18/02/2019 14:47	0	0	0	0	0	16	0	0	-	1	25.03	SU-478498
91857	30	17/02/2019 14:15	18/02/2019 14:47	0	0	0	0	0	7	0	0	-	-	19.14	SU-478499
91858	31	17/02/2019 14:50	18/02/2019 14:47	0	0	0	0	0	48	0	0	-	-	19.14	SU-478500
91859	32	17/02/2019 22:50	18/02/2019 14:48	0	0	0	0	0	14	0	0	-	-	19.14	SU-478501
91860	33	18/02/2019 01:15	18/02/2019 14:48	0	0	0	0	0	27	0	0	-	-	19.14	SU-478502
91861	34	18/02/2019 03:45	18/02/2019 14:48	0	0	0	0	0	91	0	0	-	-	19.14	SU-478503
91862	35	18/02/2019 08:50	18/02/2019 14:49	0	0	0	0	0	20	0	0	-	-	19.14	SU-478504
91868	36	18/02/2019 11:45	19/02/2019 13:50	0	0	0	0	0	20	0	0	-	-	19.14	SU-478582
91869	37	18/02/2019 11:45	19/02/2019 13:50	0	0	0	0	0	21	0	0	-	-	19.14	SU-478583
91870	38	18/02/2019 15:15	19/02/2019 13:51	0	0	0	0	0	6	0	0	-	-	19.14	SU-478584
91871	39	18/02/2019 15:15	19/02/2019 13:51	0	0	0	0	0	27	0	0	-	-	19.14	SU-478585
91872	40	18/02/2019 17:15	19/02/2019 13:51	0	0	0	0	0	6	0	0	-	-	19.14	SU-478586
91873	41	18/02/2019 19:30	19/02/2019 13:52	0	0	0	0	0	20	0	0	-	-	19.14	SU-478587
91874	42	18/02/2019 21:15	19/02/2019 13:52	0	0	0	0	0	15	0	0	-	-	19.14	SU-478588
91875	43	18/02/2019 22:20	19/02/2019 13:53	0	0	0	0	0	33	0	0	-	-	19.14	SU-478589
91876	44	18/02/2019 22:10	19/02/2019 13:53	0	0	0	0	0	4	0	0	-	-	19.14	SU-478590
91877	45	19/02/2019 07:50	19/02/2019 13:53	0	0	0	0	0	16	0	0	-	-	19.14	SU-478591
91878	46	19/02/2019 08:08	19/02/2019 13:53	0	0	0	0	0	51	0	0	-	-	19.14	SU-478592
91879	47	19/02/2019 09:25	19/02/2019 13:54	0	0	0	0	0	8	0	0	-	-	19.14	SU-478593
91880	5	14/02/2019 20:05	19/02/2019 13:54	0	0	0	0	0	90	0	0	-	-	19.14	SU-478594
91881	18	16/02/2019 14:15	19/02/2019 13:57	0	0	0	0	0	65	0	0	1	-	23.19	SU-478595
91882	48	19/02/2019 11:20	20/02/2019 12:40	0	0	0	0	0	14	0	0	-	-	19.14	SU-478784
91883	49	19/02/2019 11:30	20/02/2019 12:41	0	0	0	0	0	32	0	0	-	-	19.14	SU-478785
91884	50	19/02/2019 15:00	20/02/2019 12:41	0	0	0	0	0	17	0	0	-	-	19.14	SU-478786
91885	51	19/02/2019 18:00	20/02/2019 12:41	0	0	0	0	0	10	0	0	-	-	19.14	SU-478787
91886	52	19/02/2019 19:10	20/02/2019 12:42	0	0	0	0	0	46	0	0	-	-	19.14	SU-478788
91887	53	19/02/2019 22:00	20/02/2019 12:42	0	0	0	0	0	25	0	0	-	-	19.14	SU-478789
91888	54	19/02/2019 22:10	20/02/2019 12:42	0	0	0	0	0	16	0	0	-	-	19.14	SU-478790
91889	55	20/02/2019 01:10	20/02/2019 12:43	0	0	0	0	0	14	0	0	-	-	19.14	SU-478791
91890	56	20/02/2019 07:15	20/02/2019 12:43	0	0	0	0	0	90	0	0	-	-	19.14	SU-478792
91891	57	20/02/2019 10:15	20/02/2019 12:43	0	0	0	0	0	9	0	0	-	-	19.14	SU-478793
91892	13	15/02/2019 15:05	20/02/2019 12:44	0	0	0	0	0	13	0	0	-	-	19.14	SU-478794
91945	58	20/02/2019 11:30	21/02/2019 13:14	0	0	0	0	0	17	0	0	-	-	19.14	SU-478940
91946	59	20/02/2019 14:00	21/02/2019 13:15	0	0	0	0	0	28	0	0	-	1	25.03	SU-478941
91947	60	20/02/2019 15:15	21/02/2019 13:15	0	0	0	0	0	16	0	0	-	-	19.14	SU-478942
91985	61	20/02/2019 17:30	21/02/2019 13:16	0	0	0	0	0	9	0	0	-	-	19.14	SU-478943
91986	62	20/02/2019 22:00	21/02/2019 13:16	0	0	0	0	0	7	0	0	-	-	19.14	SU-478944
91987	64	21/02/2019 02:10	21/02/2019 13:17	0	0	0	0	0	8	0	0	-	-	19.14	SU-478946
91988	65	21/02/2019 05:40	21/02/2019 13:17	0	0	0	0	0	29	0	0	-	-	19.14	SU-478947
91989	66	21/02/2019 07:45	21/02/2019 13:17	0	0	0	0	0	14	0	0	-	-	19.14	SU-478948
91990	67	21/02/2019 09:50	21/02/2019 13:17	0	0	0	0	0	45	0	0	-	-	19.14	SU-478949
92029	68	21/02/2019 10:00	22/02/2019 15:53	0	0	0	0	0	19	0	0	-	-	19.14	SU-479081
92030	69	21/02/2019 13:30	22/02/2019 15:54	0	0	0	0	0	16	0	0	-	-	19.14	SU-479082
92031	70	21/02/2019 15:00	22/02/2019 15:54	0	0	0	0	0	13	0	0	-	-	19.14	SU-479083
92032	71	21/02/2019 16:15	22/02/2019 15:55	0	0	0	0	0	10	0	0	-	-	19.14	SU-479084
92033	72	21/02/2019 20:00	22/02/2019 15:55	0	0	0	0	0	23	0	0	-	-	19.14	SU-479085
92034	73	21/02/2019 23:00	22/02/2019 15:55	0	0	0	0	0	38	0	0	-	-	19.14	SU-479086
92035	74	22/02/2019 00:10	22/02/2019 15:56	0	0	0	0	0	6	0	0	-	-	19.14	SU-479087
92037	76	22/02/2019 04:15	22/02/2019 15:57	0	0	0	0	0	49	0	0	-	-	19.14	SU-479089
92038	77	22/02/2019 08:35	22/02/2019 15:58	0	0	0	0	0	21	0	0	-	-	19.14	SU-479090
92039	78	22/02/2019 09:00	22/02/2019 15:58	0	0	0	0	0	36	0	0	-	-	19.14	SU-479091
92040	79	22/02/2019 12:45	22/02/2019 15:59	0	0	0	0	0	45	0	0	-	-	19.14	SU-479092
92041	80	22/02/2019 13:10	22/02/2019 15:59	0	0	0	0	0	20	0	0	-	-	19.14	SU-479093
92036	75	22/02/2019 02:45	22/02/2019 15:57	0	0	0	0	0	12	0	0	-	-	19.14	SU-479088
92058	81	22/02/2019 16:10	23/02/2019 14:26	0	0	0	0	0	90	0	0	-	-	19.14	SU-479116
92059	82	22/02/2019 17:20	23/02/2019 14:27	0	0	0	0	0	46	0	0	-	-	19.14	SU-479117
92060	83	22/02/2019 18:50	23/02/2019 14:27	0	0	0	0	0	8	0	0	-	-	19.14	SU-479118
92061	84	22/02/2019 21:50	23/02/2019 14:28	0	0	0	0	0	59	0	0	-	-	19.14	SU-479119
92062	85	22/02/2019 23:30	23/02/2019 14:29	0	0	0	0	0	30	0	0	-	-	19.14	SU-479120
92063	86	23/02/2019 00:40	23/02/2019 14:29	0	0	0	0	0	23	0	0	-	-	19.14	SU-479121
92064	87	23/02/2019 02:30	23/02/2019 14:29	0	0	0	0	0	41	0	0	-	-	19.14	SU-479122
92065	88	23/02/2019 04:20	23/02/2019 14:30	0	0	0	0	0	15	0	0	-	-	19.14	SU-479123
92066	89	23/02/2019 07:45	23/02/2019 14:30	0	0	0	0	0	42	0	0	-	-	19.14	SU-479124
92067	90	23/02/2019 08:45	23/02/2019 14:30	0	0	0	0	0	30	0	0	-	-	19.14	SU-479125
92068	91	23/02/2019 10:30	23/02/2019 14:30	0	0	0	0	0	14	0	0	-	-	19.14	SU-479126
92177	106	24/02/2019 13:45	25/02/2019 14:00	0	0	0	0	0	15	0	0	-	-	15.99	SU-479172
92178	107	24/02/2019 15:00	25/02/2019 14:02	0	0	0	0	0	19	0	0	-	-	15.99	SU-479173
92179	108	24/02/2019 20:00	25/02/2019 14:02	0	0	0	0	0	18	0	0	-	-	15.99	SU-479174
92180	109	24/02/2019 20:30	25/02/2019 14:02	0	0	0	0	0	22	0	0	-	-	15.99	SU-479175
92181	110	25/02/2019 01:00	25/02/2019 14:03	0	0	0	0	0	18	0	0	-	-	15.99	SU-479176
92182	111	25/02/2019 01:00	25/02/2019 14:03	0	0	0	0	0	20	0	0	-	-	15.99	SU-479177
92183	112	25/02/2019 07:00	25/02/2019 14:03	0	0	0	0	0	16	0	0	-	-	15.99	SU-479178
92184	113	25/02/2019 09:56	25/02/2019 14:04	0	0	0	0	0	28	0	0	-	-	15.99	SU-479179
92185	114	25/02/2019 10:30	25/02/2019 14:04	0	0	0	0	0	27	0	0	-	-	15.99	SU-479180
92186	115	25/02/2019 11:45	25/02/2019 14:04	0	0	0	0	0	24	0	0	-	-	15.99	SU-479181
92187	borehole	25/02/2019 11:30	25/02/2019 14:04	0	0	0	0	0	10	0	0	-	-	15.99	SU-479182
92188	116	25/02/2019 15:00	26/02/2019 11:57	0	0	0	0	0	11	0	0	-	-	19.14	SU-479324
92189	117	25/02/2019 15:45	26/02/2019 11:57	0	0	0	0	0	22	0	0	-	-	19.14	SU-479325
92190	118	25/02/2019 16:00	26/02/2019 11:58	0	0	0	0	0	18	0	0	-	-	19.14	SU-479326
92191	119	25/02/2019 19:25	26/02/2019 11:58	0	0	0	0	0	14	0	0	-	-	19.14	SU-479327
92192	120	25/02/2019 20:00	26/02/2019 11:59	0	0	0	0	0	8	0	0	-	-	19.14	SU-479328
92193	121	25/02/2019 22:00	26/02/2019 11:59	0	0	0	0	0	12	0	0	-	-	19.14	SU-479329
92194	122	25/02/2019 22:55	26/02/2019 11:59	0	0	0	0	0	14	0	0	-	-	19.14	SU-479330
92195	123	26/02/2019 01:20	26/02/2019 12:00	0	0	0	0	0	21	0	0	-	-	19.14	SU-479331
92196	124	26/02/2019 01:40	26/02/2019 12:00	0	0	0	0	0	24	0	0	-	-	19.14	SU-479332
92197	125	26/02/2019 01:45	26/02/2019 12:00	0	0	0	0	0	23	0	0	-	-	19.14	SU-479333
92198	126	26/02/2019 03:50	26/02/2019 12:01	0	0	0	0	0	17	0	0	-	-	19.14	SU-479334
92199	127	26/02/2019 04:30	26/02/2019 12:01	0	0	0	0	0	24	0	0	-	-	19.14	SU-479335
92075	92	23/02/2019 13:40	24/02/2019 13:40	0	0	0	0	0	23	0	0	-	-	19.14	SU-479149
92076	93	23/02/2019 13:50	24/02/2019 13:40	0	0	0	0	0	30	0	0	-	-	19.14	SU-479150
92077	94	23/02/2019 15:45	24/02/2019 13:41	0	0	0	0	0	15	0	0	-	-	19.14	SU-479151
92079	96	23/02/2019 19:25	24/02/2019 13:41	0	0	0	0	0	4	0	0	-	-	19.14	SU-479153
92080	97	23/02/2019 22:15	24/02/2019 13:42	0	0	0	0	0	18	0	0	-	-	19.14	SU-479154
92081	98	23/02/2019 23:30	24/02/2019 13:42	0	0	0	0	0	28	0	0	-	-	19.14	SU-479155
92082	99	24/02/2019 02:15	24/02/2019 13:43	0	0	0	0	0	14	0	0	-	-	19.14	SU-479156
92083	100	24/02/2019 02:45	24/02/2019 13:43	0	0	0	0	0	19	0	0	-	-	19.14	SU-479157
92084	101	24/02/2019 04:15	24/02/2019 13:44	0	0	0	0	0	10	0	0	-	-	19.14	SU-479158
92085	102	24/02/2019 04:40	24/02/2019 13:45	0	0	0	0	0	27	0	0	1	-	23.19	SU-479159
92086	103	24/02/2019 08:40	24/02/2019 13:45	0	0	0	0	0	28	0	0	-	-	19.14	SU-479160
92088	105	24/02/2019 11:30	24/02/2019 13:46	0	0	0	0	0	9	0	0	-	-	19.14	SU-479162
92078	95	23/02/2019 17:55	24/02/2019 13:41	0	0	0	0	0	22	0	0	-	-	19.14	SU-479152
92248	104	24/02/2019 08:40	24/02/2019 13:45	0	0	0	0	0	6	0	0	-	-	19.14	SU-479161
92249	63	21/02/2019 02:00	21/02/2019 13:16	0	0	0	0	0	90	0	0	-	-	19.14	SU-478945
92442	128	04/03/2019 07:55	04/03/2019 15:17	0	0	0	0	0	21	0	0	-	-	19.14	SU-479797
92443	129	04/03/2019 10:00	04/03/2019 15:18	0	0	0	0	0	13	0	0	-	-	19.14	SU-479798
92444	130	04/03/2019 10:55	04/03/2019 15:18	0	0	0	0	0	27	0	0	-	-	19.14	SU-479799
92445	131	04/03/2019 13:55	04/03/2019 15:18	0	0	0	0	0	14	0	0	-	-	19.14	SU-479800
92446	132	04/03/2019 14:30	04/03/2019 15:19	0	0	0	0	0	23	0	0	-	-	19.14	SU-479801
92447	133	04/03/2019 17:15	05/03/2019 13:43	0	0	0	0	0	8	0	0	-	-	19.14	SU-480060
92448	134	04/03/2019 17:15	05/03/2019 13:44	0	0	0	0	0	3	0	0	-	-	19.14	SU-480061
92449	135	04/03/2019 19:10	05/03/2019 13:50	0	0	0	0	0	50	0	0	-	-	19.14	SU-480062
92450	136	04/03/2019 21:50	05/03/2019 13:51	0	0	0	0	0	62	0	0	-	-	19.14	SU-480063
92464	137	04/03/2019 22:45	05/03/2019 13:51	0	0	0	0	0	16	0	0	-	-	19.14	SU-480064
92465	138	05/03/2019 00:50	05/03/2019 13:51	0	0	0	0	0	13	0	0	-	-	19.14	SU-480065
92466	139	05/03/2019 07:45	05/03/2019 13:52	0	0	0	0	0	20	0	0	-	-	19.14	SU-480066
92467	140	05/03/2019 07:45	05/03/2019 13:52	0	0	0	0	0	90	0	0	-	-	19.14	SU-480067
92468	141	05/03/2019 10:15	05/03/2019 13:52	0	0	0	0	0	3	0	0	-	-	19.14	SU-480068
92469	142	05/03/2019 11:15	06/03/2019 12:17	0	0	0	0	0	7	0	0	-	-	19.14	SU-480207
